Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, al K","Future, NA",Month
11/17/2015 12:00,,1,29.8,-1.157,0.211,0.194,3.13,0.627,110,116.2,0.56,1020,,11
11/18/2015 12:00,,1,29.8,1.114,0.171,0.146,3.72,0.689,118.3,117.6,0.3,1047,,11
11/19/2015 12:00,,1,30.9,0.971,0.124,0.103,3.45,0.669,117,113.9,0.78,1037,,11
11/20/2015 12:00,,1,33.1,0.965,0.102,0.083,3.33,0.669,113.2,114.1,0.86,1055,,11
11/21/2015 12:00,,1,34.2,0.994,0.109,0.086,3.41,0.695,117.7,114.3,0.59,1047,,11
11/22/2015 12:00,,0.83,32,-1.919,0.106,0.083,3.97,0.649,120.2,115.9,0.73,1065,,11
11/23/2015 04:00,,0.44,29.8,0,0.107,0.086,4.3,0.649,122.5,117.4,0.57,1072,,11
11/23/2015 09:10,,0.17,29.8,1.859,0.104,0.088,4.56,0.653,125.1,119.3,0.55,1072,,11
11/23/2015 12:00,,0.56,29.8,-2.373,0.111,0.092,4.52,0.625,126.8,118.3,0.53,1073,,11
11/24/2015 12:00,,1,27.7,-2.373,0.13,0.109,4.89,0.638,128,119.9,0.44,1092,,11
11/25/2015 12:00,,1,27.7,0,0.122,0.101,5.05,0.681,128.7,119,0.29,1092,,11
11/26/2015 12:00,,1,27.7,1.808,0.122,0.092,5.54,0.782,132.1,122.6,0.12,1091,,11
11/27/2015 12:00,,1,26.6,2.987,0.133,0.087,5.65,0.907,134.3,124,0.04,1105,,11
11/28/2015 12:00,,1,66.3,7.005,0.115,0.066,3.98,0.977,77,81.7,5.09,903,,11
11/29/2015 12:00,,0.83,132.4,2.536,0.126,0.086,4.74,0.866,82.3,86.5,4.05,918,,11
11/30/2015 04:00,,0.45,138,3.839,0.097,0.075,3.46,0.732,83.2,95.8,3.77,922,,11
11/30/2015 09:35,,0.67,134.2,2.302,0.081,0.06,3.26,0.684,80,93.5,3.87,894,,11
12/1/2015 12:00,,1.05,114.6,1.612,0.056,0.032,3.56,0.582,90.7,99.2,3.7,962,,12
12/2/2015 12:00,,1,87.1,1.372,0.055,0.043,3.24,0.569,87.6,98.8,3.52,940,,12
12/3/2015 12:00,,1,71.4,3.049,0.047,0.03,3.13,0.563,84.8,95.9,3.14,932,,12
12/4/2015 12:00,,1,58.7,1.842,0.049,0.036,3.7,0.624,87.5,103.5,2.25,945,,12
12/5/2015 12:00,,1,49.7,0.786,0.051,0.028,3.76,0.76,89.1,103.3,1.68,956,,12
12/6/2015 12:00,,0.83,44.4,0,0.047,0.033,3.64,0.637,95.6,104.3,1.29,982,,12
12/7/2015 04:00,,0.45,43.4,0,0.048,0.035,3.9,0.609,102.6,103.9,1.21,1008,,12
12/7/2015 09:30,,0.17,42.4,0.607,0.051,0.036,3.95,0.654,104.6,106.6,1.17,1013,,12
12/7/2015 12:00,,0.55,41.4,3.205,0.046,0.04,3.7,0.527,97,102,1.17,1007,,12
12/8/2015 12:00,,1,39.4,2.262,0.045,0.037,4.05,0.559,101,113.1,0.91,1020,,12
12/9/2015 12:00,,1,38.4,5.727,0.045,0.036,4.07,0.641,99.7,110.8,0.66,1021,,12
12/10/2015 12:00,,1,38.4,3.375,0.049,0.037,5.37,0.685,113.3,138.1,0.52,1027,,12
12/11/2015 12:00,,1,37.4,4,0.052,0.039,5,0.723,115.8,120.7,0.38,1013,,12
12/12/2015 12:00,,1,37.4,4.296,0.075,0.047,4.53,0.912,112.9,119.2,0.29,1006,,12
12/13/2015 12:00,,0.83,35.2,3.795,0.071,0.048,4.74,0.864,115.2,120.2,0.27,1022,,12
12/14/2015 04:00,,0.45,34.2,3.352,0.063,0.051,4.66,0.693,116,113.6,0.34,1045,,12
12/14/2015 09:25,,0.17,34.2,3.148,0.075,0.053,4.48,0.853,109.8,112.3,0.38,1043,,12
12/14/2015 12:00,,0.55,35.2,0.9,0.085,0.063,4.6,0.662,114.9,114.9,0.39,1028,,12
12/15/2015 12:00,,1,35.2,3,0.084,0.06,4.17,0.642,114.9,116.3,0.61,1044,,12
12/16/2015 12:00,,1,37.4,3,0.096,0.068,4.32,0.655,120.4,118.8,0.35,1063,,12
12/17/2015 12:00,,1,37.4,4.8,0.093,0.072,4.36,0.623,121.1,121.5,0.38,1075,,12
12/18/2015 12:00,,1,37.4,4.5,0.104,0.08,4.48,0.614,122.6,121,0.36,1081,,12
12/19/2015 12:00,,1,34.2,2.9,0.119,0.094,4.58,0.644,124.2,127.4,0.33,1100,,12
12/20/2015 12:00,,1,32,4.4,0.122,0.099,4.7,0.675,124.3,129.1,0.36,1194,,12
12/21/2015 12:00,,1,33.1,5.8,0.108,0.085,4.31,0.592,116.3,118,0.69,1028,,12
12/22/2015 12:00,,1,36.3,4.1,0.133,0.106,4.63,0.601,122.2,123,1.44,1100,,12
12/23/2015 12:00,,1,41.4,3,0.137,0.113,3.76,0.594,118.9,112,1.24,1052,,12
12/24/2015 12:00,,1,75.6,30.4,0.14,0.07,5.17,0.886,93.9,102.8,4.15,998,,12
12/25/2015 12:00,,1,164.8,6.9,0.153,0.101,4.87,0.746,90.8,93.2,3.38,936,,12
12/26/2015 12:00,,1,191.8,15.9,0.159,0.089,4.56,0.78,69.1,87.3,4.28,810,,12
12/27/2015 12:00,,1,539,77.6,0.315,0.116,7.44,1.686,41.8,54.2,6.24,604,,12
12/28/2015 12:00,,1,1951,154.9,0.411,0.105,10.29,1.638,36.4,50.6,6.63,563,,12
12/29/2015 12:00,,1,4886,267.6,0.645,0.123,7.7,2.46,22.6,32.3,5.81,399,,12
12/30/2015 12:00,,1,4952,120.3,0.508,0.135,7.02,1.651,20,28.7,6.14,425,,12
12/31/2015 12:00,,1,1822,59.1,0.338,0.107,8.48,1.152,25.8,39.4,6.99,469,,12
1/7/2016 20:00,,0.66,150,27.912,0.152,0.066,5.97,0.902,54.9,82.1,6.72,825,,1
1/8/2016 12:00,,0.83,121.6,4.535,0.082,0.057,5.69,0.539,57.9,83.6,6.79,835,,1
1/9/2016 12:00,,1,134.2,5.302,0.086,0.063,5.56,0.531,61.5,88,6.71,880,,1
1/10/2016 12:00,,0.67,355,83.045,0.319,0.124,5.61,1.547,41.5,61.5,5.93,665,,1
1/10/2016 20:00,,0.33,905,61.755,0.306,0.102,6.56,1.416,43,61.8,6.3,680,,1
1/11/2016 04:00,,0.29,2166,146.43,0.419,0.088,7.79,2.071,35.9,52.9,6.01,589,,1
1/11/2016 10:00,,0.17,2182,146.06,0.461,0.081,8.23,2.267,28.7,41.9,6.21,490,,1
1/11/2016 12:00,,0.54,2087,134.58,0.441,0.071,7.97,1.822,27.6,40.2,6.06,497,,1
1/12/2016 12:00,,1,870.6,51.314,0.292,0.07,8.04,1.257,35.1,44.7,6.39,566,,1
1/13/2016 12:00,,1,243.2,25.668,0.181,0.062,8.18,0.881,41.8,57,6.94,676,,1
1/14/2016 12:00,,1,376.6,15.564,0.136,0.06,7.78,0.656,53.9,65.7,7.09,762,,1
1/15/2016 12:00,,1,290.6,12.357,0.098,0.052,6.98,0.601,54.9,72,6.86,790,,1
1/16/2016 12:00,,0.67,1114,50.2,0.226,0.069,6.3,1.004,46.1,55.1,6.15,662,,1
1/16/2016 20:00,,0.33,1829,92.688,0.323,0.071,6.36,1.552,45,46.5,5.86,601,,1
1/17/2016 04:00,,0.33,1710,91.236,0.352,0.072,6.28,1.167,40.4,41.6,5.84,554,,1
1/17/2016 12:00,,0.33,1380,67.995,0.335,0.065,6.46,1.095,38.1,39.9,5.74,532,,1
1/17/2016 20:00,,0.33,1023.8,52.577,0.298,0.068,6.67,1.06,37.8,40.7,5.98,546,,1
1/18/2016 04:00,,0.33,718.6,42.873,0.246,0.059,6.77,0.952,38.6,44.1,6.03,586,,1
1/21/2016 20:00,,1,230.2,35.75,0.137,0.059,7.4,0.891,57.2,78.4,7.15,819,,1
1/22/2016 20:00,,1,178,5.391,0.079,0.052,6.89,0.7,60.3,82.8,6.86,855,,1
1/23/2016 20:00,,1,235.4,6.572,0.075,0.055,6.8,0.606,63.2,86.7,6.79,878,,1
1/24/2016 20:00,,0.67,175.8,7.617,0.074,0.055,6.42,0.575,66.2,90.5,6.63,897,,1
1/25/2016 04:00,,0.28,116.3,4.706,0.072,0.054,6.39,0.593,64.1,88.5,6.5,895,,1
1/25/2016 09:40,,0.17,109.5,3.996,0.077,0.06,6.42,0.581,64.6,91.9,6.55,893,,1
1/25/2016 12:00,,0.55,109.5,13.072,0.072,0.051,6.22,0.634,62.8,89.9,6.52,870,,1
1/26/2016 12:00,,1,118,10.121,0.077,0.058,5.25,0.555,63.1,85.3,5.87,853,,1
1/27/2016 12:00,,1,128.8,9.537,0.075,0.058,5.36,0.511,62.2,86.6,5.92,853,,1
1/28/2016 12:00,,1,119.8,8.117,0.073,0.055,5.34,0.551,61.5,88.7,5.75,848,,1
1/29/2016 12:00,,1,87.1,6.289,0.075,0.06,5.04,0.63,64.3,88.7,5.63,852,,1
1/30/2016 12:00,,1,68.9,6.878,0.077,0.054,4.95,0.564,69.3,89.6,5.52,871,,1
1/31/2016 12:00,,0.83,101,9.105,0.424,0.4,4.74,0.525,71.3,90.2,5.34,875,,1
2/1/2016 04:00,,0.45,106.1,12.11,0.234,0.277,4.39,0.586,67.1,88.4,5.16,846,,2
2/1/2016 09:40,,0.17,112.9,7.927,0.188,0.163,4.47,0.54,65.8,87.9,5.22,840,,2
2/1/2016 12:00,,0.55,114.6,8.696,0.17,0.141,4.5,0.505,64.1,86.8,5.1,829,,2
2/2/2016 12:00,,1,138,7.648,0.099,0.071,4.39,0.515,60.8,85.7,4.78,809,,2
2/3/2016 12:00,,0.67,259.4,62.047,0.206,0.06,5.31,1.115,51.1,69,5.08,716,,2
2/3/2016 20:00,,0.33,494.8,59.36,0.216,0.06,5.39,1.058,53.4,68.9,5.07,720,,2
2/4/2016 04:00,,0.33,1235,191.63,0.392,0.066,6.57,1.83,48.9,66,5.24,671,,2
2/4/2016 12:00,,0.33,1225,268.83,0.496,0.064,6.19,2.061,39.3,50.5,5.16,567,,2
2/4/2016 20:00,,0.33,930,194.87,0.523,0.07,6.78,2.069,35.3,46.7,5.47,541,,2
2/5/2016 04:00,,0.33,670.9,138.03,0.416,0.068,6.96,1.847,39,48.6,5.74,573,,2
2/5/2016 12:00,,0.67,524.2,93.799,0.324,0.064,7.05,1.444,41.9,52.8,5.95,608,,2
2/6/2016 12:00,,1,319.6,36.958,0.175,0.056,6.96,0.921,45.5,62.9,6.23,684,,2
2/7/2016 12:00,,0.83,240.6,19.507,0.117,-9,6.69,0.73,49.3,72.1,-9,745,,2
2/8/2016 04:00,,0.45,215.4,14.823,0.098,0.05,6.48,0.635,51,76.7,6.08,775,,2
2/8/2016 09:40,,0.17,210.6,12.024,0.087,0.047,6.27,0.621,51.8,78.2,6.2,784,,2
2/8/2016 12:00,,0.55,210.6,14.534,0.087,0.052,6.12,0.623,51.8,77.3,6.08,787,,2
2/9/2016 12:00,,1,196.4,8.155,0.071,0.047,5.9,0.563,54.7,82.8,5.63,812,,2
2/10/2016 12:00,,1,164.8,6.809,0.063,0.044,5.8,0.558,55.5,86.1,5.3,824,,2
2/11/2016 12:00,,1,99.5,4.18,0.061,0.044,5.86,0.437,59.9,90.6,5.06,866,,2
2/12/2016 12:00,,1,114.6,2.844,0.064,0.05,6.04,0.545,68.6,95.2,4.88,919,,2
2/13/2016 12:00,,1,102.7,3.439,0.066,0.051,6.29,0.559,70.7,98,5.05,957,,2
2/14/2016 12:00,,0.83,91.7,4.193,0.068,0.054,6.46,0.529,75.6,102.4,5,981,,2
2/15/2016 04:00,,0.45,90.2,5.187,0.064,0.051,6.37,0.425,76.7,105.8,4.98,999,,2
2/15/2016 09:50,,0.17,78.5,1.036,0.066,0.055,6.43,0.477,78.9,106.9,4.9,1005,,2
2/15/2016 12:00,,0.55,74.2,8.753,0.065,0.035,6.4,0.446,84.7,108.1,4.74,996,,2
2/16/2016 12:00,,1,72.8,8.946,0.066,0.04,6.13,0.42,77.3,105.3,4.35,970,,2
2/17/2016 12:00,,1,82.7,4.7,0.066,0.04,6.02,0.381,81,108.2,3.93,973,,2
2/18/2016 12:00,,1,94.8,5.747,0.067,0.027,6.03,0.428,78.6,108.5,3.65,961,,2
2/19/2016 12:00,,1,77,5.061,0.065,0.039,5.73,0.432,79.7,106.1,3.13,936,,2
2/20/2016 12:00,,1,77,5.063,0.055,0.031,5.16,0.474,73,98.9,2.43,872,,2
2/21/2016 12:00,,0.83,79.9,9.029,0.052,0.023,5.15,0.458,75.1,101.9,1.7,881,,2
2/22/2016 04:00,,0.45,77,7.261,0.047,0.009,5,0.532,75.4,102.4,1.22,874,,2
2/22/2016 09:40,,0.17,72.8,4.141,0.049,0.01,4.92,0.506,76.4,102.6,1.08,873,,2
2/22/2016 12:00,,0.55,71.4,6.085,0.051,0.029,4.94,0.497,78.1,103.7,1.01,863,,2
2/23/2016 12:00,,1,66.3,5.464,0.043,0.024,4.73,0.488,80.2,106.2,0.58,873,,2
2/24/2016 12:00,,1,82.7,74.883,0.099,0.032,2.67,0.658,123.9,64.7,1.7,851,,2
2/25/2016 12:00,,0.67,2884,299.5,0.491,0.047,10.06,1.903,48.9,47.3,5.14,576,,2
2/25/2016 20:00,,0.33,2731,225.97,0.453,0.066,9.6,1.852,37.7,40.2,5.42,507,,2
2/26/2016 04:00,,0.33,2408,156.96,0.424,0.071,9.2,1.837,37.8,36.8,5.52,499,,2
2/26/2016 12:00,,0.33,2122,107.01,0.355,0.073,9.24,1.565,39.7,39.4,5.73,522,,2
2/26/2016 20:00,,0.33,1661,76.038,0.279,0.065,9.41,1.157,47.3,44.3,5.97,579,,2
2/27/2016 04:00,,0.33,1278,59.129,0.248,0.055,9.35,1.308,51.5,47.2,6.04,618,,2
2/27/2016 12:00,,0.67,1065,48.295,0.204,0.049,9.41,1.194,50.3,51.7,6.13,647,,2
2/28/2016 12:00,,0.83,754,29.965,0.134,0.038,8.47,0.88,51.1,61.3,6.09,694,,2
2/29/2016 04:00,,0.45,670.9,33.909,0.122,0.036,8.03,0.868,49,64.8,5.91,702,,2
2/29/2016 09:30,,0.17,754,28.607,0.109,0.036,7.93,0.745,49,66.2,5.82,696,,2
2/29/2016 12:00,,0.55,609,41.152,0.107,0.034,7.55,0.716,47.7,64.1,5.85,705,,2
3/1/2016 12:00,,1,428.7,30.87,0.09,0.033,7.06,0.702,49.6,69.3,5.57,732,,3
3/2/2016 12:00,,0.67,827.6,69.12,0.187,0.026,6.94,0.95,46.4,63.7,5.46,692,,3
3/2/2016 20:00,,0.33,1040,78.171,0.227,0.039,6.98,1.158,52.1,61,5.46,703,,3
3/3/2016 04:00,,0.33,895,94.669,0.25,0.035,7.13,1.369,49.2,57.6,5.66,671,,3
3/3/2016 12:00,,0.67,731.8,74.766,0.226,0.031,7.15,1.25,53.2,57.4,5.74,685,,3
3/4/2016 12:00,,1,491.2,35.447,0.118,0.032,7.24,0.818,53.3,65.4,5.97,731,,3
3/5/2016 12:00,,1,435.4,27.829,0.083,0.032,6.54,0.611,57.1,69,5.69,774,,3
3/6/2016 12:00,,0.83,542.8,25.471,0.081,0.024,6.47,0.6,61.1,72,5.39,795,,3
3/7/2016 04:00,,0.44,609,29.151,0.081,0.024,6.76,0.635,59.6,71.7,5.54,787,,3
3/7/2016 09:20,,0.17,613,22.424,0.08,0.023,6.91,0.712,56.9,73.2,5.43,775,,3
3/7/2016 12:00,,0.56,613,25.659,0.089,0.021,6.94,0.579,54.3,73.1,5.39,760,,3
3/8/2016 12:00,,1,535.3,27.98,0.081,0.019,7.1,0.553,48.1,72.9,5.2,745,,3
3/9/2016 12:00,,1,412.2,25.435,0.073,0.018,6.89,0.717,48.9,75.8,4.59,752,,3
3/10/2016 12:00,,0.67,418.8,49.079,0.133,0.024,6.28,0.892,46.3,68.9,4.42,721,,3
3/10/2016 20:00,,0.33,846.6,103.07,0.238,0.035,6.29,0.9,45.2,61.6,4.85,680,,3
3/11/2016 04:00,,0.33,2424,198.98,0.519,0.045,7.3,1.748,46.3,52.6,5.52,640,,3
3/11/2016 12:00,,0.33,3130,290.07,0.584,0.045,7.52,2.327,33.5,41.1,6.13,528,,3
3/11/2016 20:00,,0.33,2965,224.66,0.599,0.058,7.3,2.321,30.3,34.5,6.42,480,,3
3/12/2016 04:00,,0.33,2424,185.11,0.518,0.06,7.05,1.719,29.5,34.7,6.57,480,,3
3/12/2016 12:00,,0.33,1937,105.34,0.425,0.064,7.07,1.841,30.7,37.3,6.62,504,,3
3/12/2016 20:00,,0.33,1394,68.76,0.336,0.046,7.25,1.71,34.2,42.4,6.59,552,,3
3/13/2016 04:00,,0.33,1138,76.719,0.267,0.046,7.3,1.548,38,47.6,6.6,594,,3
3/13/2016 12:00,,0.5,1060,67.91,0.239,0.042,7.18,1.411,38.5,50.2,6.49,612,,3
3/14/2016 04:00,,0.45,2262,137.05,0.417,0.051,7.32,1.985,34.9,46.4,6.32,570,,3
3/14/2016 09:45,,0.17,2623,136.1,0.51,0.049,7.43,2.052,31,40.7,6.53,513,,3
3/14/2016 12:00,,0.21,2686,166.34,0.523,0.057,7.4,2.212,30.3,40,6.35,517,,3
3/14/2016 20:00,,0.33,2614,159.19,0.509,0.059,6.94,2.116,29.3,37.8,6.43,500,,3
3/15/2016 04:00,,0.33,2286,130.07,0.439,0.058,6.82,1.669,30,40.1,6.64,512,,3
3/15/2016 12:00,,0.33,2328,175.31,0.456,0.053,6.68,1.915,28.7,39.1,6.6,505,,3
3/15/2016 20:00,,0.33,2319,268.53,0.579,0.065,5.62,2.048,25,33.6,6.38,456,,3
3/16/2016 04:00,,0.33,2230,244.16,0.593,0.072,5.27,2.033,23,32.3,6.47,438,,3
3/16/2016 12:00,,0.33,1965,174.36,0.555,0.071,5.29,2.045,23.5,33.1,6.57,450,,3
3/16/2016 20:00,,0.33,1450,126.79,0.447,0.065,5.7,1.838,27,38.1,6.69,499,,3
3/17/2016 04:00,,0.33,1034.6,111.19,0.355,0.058,6.1,1.555,31.9,44.9,6.83,552,,3
3/17/2016 12:00,,0.67,822.9,92.375,0.292,0.053,6.21,1.534,34.9,48.9,6.88,589,,3
3/18/2016 12:00,,1,494.8,53.289,0.183,0.044,6.33,1.061,41.6,59.9,6.73,664,,3
3/19/2016 12:00,,1,349,29.547,0.119,0.04,6.31,0.809,45.9,66.7,6.17,715,,3
3/20/2016 12:00,,0.83,270.6,18.159,0.087,0.037,6.16,0.714,49.4,71.9,5.53,753,,3
3/21/2016 04:00,,0.45,235.4,11.191,0.074,0.028,6.08,0.629,52.3,74.8,5.13,770,,3
3/21/2016 09:30,,0.17,227.6,12.311,0.069,0.029,6.02,0.567,53.1,76.3,5.05,778,,3
3/21/2016 12:00,,0.55,225,15.706,0.071,0.029,6,0.523,52.1,74.5,4.82,768,,3
3/22/2016 12:00,,1,194.1,14.411,0.056,0.024,5.92,0.606,54.9,80.2,4.13,792,,3
3/23/2016 12:00,,1,178,14.511,0.045,0.016,5.65,0.599,58,81.9,3.27,802,,3
3/24/2016 12:00,,0.67,158.2,15.011,0.047,0.013,5.44,0.574,59.3,83.7,2.58,819,,3
3/24/2016 20:00,,0.33,319.6,559.91,0.736,0.081,3.95,2.563,26.9,39,3.5,474,,3
3/25/2016 04:00,,0.33,935,427.5,0.695,0.07,5.02,2.652,30.1,43.6,4.12,518,,3
3/25/2016 12:00,,0.33,1829,321.93,0.597,0.051,6.4,2.819,34.5,44.3,4.8,536,,3
3/25/2016 20:00,,0.33,1882,320.81,0.584,0.052,6.27,2.399,27.6,38.3,5.45,488,,3
3/26/2016 04:00,,0.33,1401,191.48,0.468,0.068,6.31,1.527,30.2,40.3,5.69,510,,3
3/26/2016 12:00,,0.33,1050,118.58,0.361,0.055,6.44,1.428,30.9,46.1,5.81,548,,3
3/26/2016 20:00,,0.33,841.8,91.515,0.285,0.045,6.88,1.41,32.2,49,5.97,577,,3
3/27/2016 04:00,,0.33,709.8,83.185,0.244,0.048,7.02,1.155,34.1,51,6.08,601,,3
3/27/2016 12:00,,0.33,609,62.302,0.193,0.043,6.97,1.238,36.6,54.3,6.09,631,,3
3/27/2016 20:00,,0.33,531.6,54.864,0.161,0.031,6.84,1.084,39.1,57.6,5.91,656,,3
3/28/2016 04:00,,0.28,438.8,485.07,0.731,0.052,3.97,2.16,22,33.1,4.25,421,,3
3/28/2016 09:30,,0.17,2143,551.49,0.93,0.079,3.96,2.633,20,28.9,4.58,382,,3
3/28/2016 12:00,,0.22,2337,500,0.968,0.096,4.65,3.029,18.8,29.6,5.06,389,,3
3/28/2016 20:00,,0.33,2641,420.66,0.849,0.104,5.35,2.522,20.2,31.6,5.45,398,,3
3/29/2016 04:00,,0.33,2254,184.11,0.639,0.09,5.83,2.204,23.2,34.2,5.78,429,,3
3/29/2016 12:00,,0.33,1906,140.37,0.474,0.082,5.99,1.563,27.3,39.6,5.95,476,,3
3/29/2016 20:00,,0.33,1566,112.83,0.407,0.079,6.12,1.57,27.1,42.3,6.01,491,,3
3/30/2016 04:00,,0.33,1250,103.82,0.37,0.08,6.47,1.374,26.5,44.6,6.4,503,,3
3/30/2016 12:00,,0.67,1018.4,86.526,0.323,0.076,6.79,1.065,29.1,48.2,6.6,532,,3
3/31/2016 12:00,,0.67,880.2,125.81,0.318,0.067,5.5,1.071,31.6,47.7,5.99,531,,3
3/31/2016 20:00,,0.33,1524,151.51,0.423,0.073,5.73,1.155,30.1,44.9,6.22,514,,3
4/1/2016 04:00,,0.33,2432,176.2,0.495,0.071,6.57,1.573,28.7,44.4,6.35,500,,4
4/1/2016 12:00,,0.33,2520,186.2,0.562,0.068,6.53,1.816,25.8,37.8,6.27,465,,4
4/1/2016 20:00,,0.33,2143,163.87,0.481,0.068,6.48,1.859,26.9,39.6,6.61,477,,4
4/2/2016 04:00,,0.33,1731,132.53,0.44,0.062,6.51,1.404,26.8,42.5,6.73,496,,4
4/2/2016 12:00,,0.67,1731,97.329,0.363,0.06,6.69,1.564,28.4,44.1,6.83,515,,4
4/3/2016 12:00,,0.83,890,49.429,0.212,0.052,6.82,1.02,35.1,53.1,6.89,591,,4
4/4/2016 04:00,,0.44,692.4,37.625,0.158,0.043,6.57,0.837,37.2,57.1,6.64,632,,4
4/4/2016 09:20,,0.17,1486,30.303,0.141,0.046,6.61,0.892,38.6,59.2,6.77,644,,4
4/4/2016 12:00,,0.56,621.1,36.919,0.145,0.038,7.01,0.776,41.4,63.8,6.55,648,,4
4/5/2016 12:00,,1,459.2,23.269,0.106,0.039,6.88,0.609,44.8,70.7,6.17,692,,4
4/6/2016 12:00,,0.83,352,18.507,0.081,0.034,6.51,0.646,48.6,72.6,5.63,718,,4
4/7/2016 04:00,,0.5,491.2,125.57,0.294,0.045,5.06,1.252,36.6,52.2,5.04,557,,4
4/7/2016 12:00,,0.33,1174,129.54,0.375,0.054,5.47,1.367,32.6,49.3,5.16,552,,4
4/7/2016 20:00,,0.33,2911,247.97,0.519,0.057,6.1,1.903,27.7,42,5.44,480,,4
4/8/2016 04:00,,0.33,3317,236.44,0.587,0.063,5.75,1.837,18.7,31.3,5.54,394,,4
4/8/2016 12:00,,0.33,2902,163.96,0.53,0.068,5.82,1.818,19,30.2,5.77,390,,4
4/8/2016 20:00,,0.33,2440,114.78,0.453,0.062,5.98,1.292,20.3,31.9,0.95,407,,4
4/9/2016 04:00,,0.33,2056,80,0.356,0.057,6.17,1.036,22.5,35.1,6.04,439,,4
4/9/2016 12:00,,0.33,1882,60.776,0.309,0.056,6.55,0.95,27.6,39.9,6.25,482,,4
4/9/2016 20:00,,0.33,2056,67.4,0.296,0.048,6.47,0.936,29.1,40.7,6.06,490,,4
4/10/2016 04:00,,0.33,2246,65.395,0.309,0.046,6.39,0.983,28.5,37.8,5.89,475,,4
4/10/2016 12:00,,0.5,2101,64.391,0.291,0.051,6.43,1.202,30.9,39.3,5.81,488,,4
4/11/2016 04:00,,0.45,2129,58.3,0.243,0.047,5.44,1.208,31.3,36,5.47,468,,4
4/11/2016 09:40,,0.17,2310,49.432,0.257,0.061,5.38,0.985,28.6,34.2,5.4,435,,4
4/11/2016 12:00,,0.22,2294,74.2,0.27,0.06,-9,1.165,-9,-9,5.26,435,,4
4/11/2016 20:00,,0.33,2190,79.791,0.291,0.061,5.3,1.318,25.5,33.7,5.6,458,,4
4/12/2016 04:00,,0.33,2008,68.768,0.28,0.058,5.62,1.388,27.1,37.1,5.74,489,,4
4/12/2016 12:00,,0.67,1766,67.826,0.266,0.057,5.94,1.213,29.8,41.6,5.89,510,,4
4/13/2016 12:00,,1,1040,54.421,0.188,0.049,6.37,0.969,34.5,48.7,6.12,578,,4
4/14/2016 12:00,,1,679.5,38.7,0.13,0.042,-9,0.88,-9,-9,5.86,638,,4
4/15/2016 12:00,,1,487.6,30.4,0.093,0.034,-9,0.691,-9,-9,5.24,678,,4
4/16/2016 12:00,,1,376.6,22.324,0.073,0.031,6.04,0.59,43,65.4,4.6,709,,4
4/17/2016 12:00,,0.83,305.1,16.677,0.072,0.029,5.82,0.74,43.7,70.5,3.4,728,,4
4/18/2016 04:00,,0.45,267.8,18.782,0.057,0.023,5.48,0.605,45,71.3,2.46,734,,4
4/18/2016 09:40,,0.17,259.4,10.353,0.052,0.017,0.05,0.641,39.7,61.8,2.23,745,,4
4/18/2016 12:00,,0.55,227.6,18.006,0.044,0.024,5.42,0.529,47,77.3,2.06,733,,4
4/19/2016 12:00,,1,208.2,11.771,0.033,0.024,5.01,0.544,47.8,76.4,0.92,738,,4
4/20/2016 12:00,,1,191.8,13.207,0.026,0.017,4.81,0.525,48.3,77.9,0.43,740,,4
4/21/2016 12:00,,1,191.8,14.553,0.03,0.013,4.59,0.617,54.2,76.4,0.33,751,,4
4/22/2016 12:00,,1,191.8,13.774,0.029,0.007,4.58,0.719,52.9,78.6,0.2,754,,4
4/23/2016 12:00,,1,198.7,7.782,0.029,0.009,4.57,0.675,56.1,80.7,0.2,775,,4
4/24/2016 12:00,,0.83,284.8,9.259,0.035,0.008,4.41,0.648,61,78.2,0.06,767,,4
4/25/2016 04:00,,0.45,240.6,17.952,0.047,0.002,4.56,0.64,52.7,78.5,0.11,746,,4
4/25/2016 09:45,,0.17,235.4,10.63,0.036,0.006,4.3,0.776,58,74.6,0.11,746,,4
4/25/2016 12:00,,0.55,222.6,13.552,0.049,0.017,5.64,0.671,72.1,89.2,0.17,740,,4
4/26/2016 12:00,,1,243.2,34.394,0.079,0.019,4.7,0.829,53.7,73.2,1.19,696,,4
4/27/2016 12:00,,0.67,900,170.75,0.315,0.036,7.24,1.695,37.2,71.3,3.38,582,,4
4/27/2016 20:00,,0.33,749.5,135.39,0.297,0.041,7.08,1.482,41.8,49.8,4.1,565,,4
4/28/2016 04:00,,0.33,593,109.36,0.25,0.041,7.22,1.174,42.8,55.1,4.42,586,,4
4/28/2016 12:00,,0.67,502,69.381,0.171,0.032,7.08,1.055,43.2,57,4.39,611,,4
4/29/2016 12:00,,1,494.8,38.705,0.105,0.024,8.19,0.832,55.8,72.5,4.31,655,,4
4/30/2016 12:00,,0.83,498.4,32.573,0.09,0.021,8.32,0.844,55.7,80.2,4.03,671,,4
5/1/2016 04:00,,0.5,637.5,86.086,0.206,0.031,7.16,1.327,40.1,56.5,4.56,562,,5
5/1/2016 12:00,,0.33,1604,168.07,0.353,0.048,7.61,1.898,33.6,48,4.98,511,,5
5/1/2016 20:00,,0.33,2767,256.11,0.454,0.047,8.12,2.27,30.4,42.1,5.51,468,,5
